NAME,DETAIL,PHONE,ADDR1,ZIP,BORO,X,Y,EMAIL,WEBSITE
P.S. 038 George Cromwell,,718-351-1225,421 LINCOLN AVENUE,10306,Staten Island,956627,148713,NMurillo@schools.nyc.gov,www.ps38si.org
The Stephanie A. Vierno School,,718-351-6777,216 CLAWSON STREET,10306,Staten Island,953966,148375,jlogan7@schools.nyc.gov,https://ps41si.org
P.S. 042 Eltingville,,718-984-3800,380 GENESEE AVENUE,10312,Staten Island,937134,140519,bsharke@schools.nyc.gov,https://ps42.org
P.S. 044 Thomas C. Brown,,718-442-0433,80 MAPLE PARKWAY,10303,Staten Island,940714,169414,shamilton5@schools.nyc.gov,https://r044.echalksites.com
P.S. 45 John Tyler,,718-442-6123,58 LAWRENCE AVENUE,10310,Staten Island,954439,168242,Ssims7@schools.nyc.gov,www.PS45R.weebly.com
P.S. 046 Albert V. Maniscalco,,718-987-5155,41 REID AVENUE,10305,Staten Island,961867,155715,SDelane2@schools.nyc.gov,SDelane2@schools.nyc.gov
P.S. 048 William G. Wilcox,,718-447-8323,1050 Targee Street,10304,Staten Island,959003,158808,AOdonne@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r048
P.S. 050 Frank Hankinson,,718-987-0396,200 ADELAIDE AVENUE,10306,Staten Island,949548,143884,ewestgate@schools.nyc.gov,www.ps50si.org
P.S. 052 John C. Thompson,,718-351-5454,450 BUEL AVENUE,10305,Staten Island,959604,151523,jmccord@schools.nyc.gov,
The Barbara Esselborn School,<b>Note:</b>Prioritizes Coast Guard families stationed at Fort Wadsworth,718-987-8020,330 DURANT AVENUE,10308,Staten Island,946179,140518,balbano@schools.nyc.gov,https://ps53r.org
P.S. 054 Charles W. Leng,,718-698-0600,1060 WILLOWBROOK ROAD,10314,Staten Island,946017,158979,KCatanz@schools.nyc.gov,https://ps54ladybugs.org
P.S. 055 Henry M. Boehm,,718-697-5200,54 OSBORNE STREET,10312,Staten Island,938779,134762,SFishma4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r055
P.S. 56 The Louis Desario School,,718-605-1189,250 KRAMER AVENUE,10309,Staten Island,924769,136810,pcarollo@schools.nyc.gov,https://ps56r.org
P.S. 057 Hubert H. Humphrey,,718-447-1191,140 PALMA DRIVE,10304,Staten Island,961094,161971,Klindpo@schools.nyc.gov,www.publicshool57.com
Space Shuttle Columbia School,,718-761-2155,77 MARSH AVENUE,10314,Staten Island,939621,151816,mlamort@schools.nyc.gov,www.sscolumbia58si.org
The Harbor View School,,718-968-5038,300 Richmond Terrace,10301,Staten Island,961097,175203,PS59@theharborviewschool.org,theharborviewschool.org
P.S. 060 Alice Austen,,718-761-3325,55 MERRILL AVENUE,10314,Staten Island,939247,161684,DBonanno@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r060
The Kathleen Grimm School for Leadership and Sustainability,,718-668-8640,644 Bloomingdale Road,10309,Staten Island,923599,136615,31R062@schools.nyc.gov,www.PS62si.org
P.S. 65 The Academy of Innovative Learning,,718-981-5034,98 GRANT STREET,10301,Staten Island,962491,170181,CReilly8@schools.nyc.gov,https://ps65r.org
Port Richmond School for Visionary Learning,,718-816-3377,1625 Forest Avenue,10302,Staten Island,944757,167039,31R068@schools.nyc.gov,www.ps68.org
P.S. 069 Daniel D. Tompkins,,718-698-6661,144 KEATING PLACE,10314,Staten Island,940576,154792,MYzaguirre@schools.nyc.gov,https://ps69.org
P.S. 78,,718-442-3094,100 TOMPKINS AVENUE,10304,Staten Island,962270,165980,LBrusch@schools.nyc.gov; jcontento@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r078
The Michael J. Petrides School,,718-815-0186,715 OCEAN TERRACE,10301,Staten Island,955015,160989,jbuckhe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r080
Staten Island School of Civic Leadership,,718-697-5250,280 REGIS DRIVE,10314,Staten Island,938504,165375,lbernstein9@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r861
Academy of Saint Dorothy,,718-351-0939,1305 Hylan Boulevard,10305,Staten Island,960125,156718,srsharon@academyofstdorothy.org,https://academyofstdorothy.org
COMMUNITY RESOURCES PRESCHOOL,,718-351-6416,3651 Richmond Road,10306,Staten Island,944496,147906,j.hansen@cr-si.org,https://crpreschool.org
Gateway Academy UPK,,718-966-8695,200 BOSCOMBE AVENUE,10309,Staten Island,920256,130486,mswartout@gatewayacademyny.org,https://gatewayacademyny.org/admissions/universal-pre-k
Our Lady Help of Christians,,718-984-1360,23 SUMMIT STREET,10307,Staten Island,916683,124975,si305@adnyeducation.org,https://olhcschoolsi.org
Our Lady of Mount Carmel St. Benedicta,,718-981-5131,285 Clove Road,10310,Staten Island,949450,169902,office@olmcsb.org,www.olmcsb.org
Our Lady Queen of Peace School,,718-351-0370,22 Steele Avenue,10306,Staten Island,951537,149149,margaret.annunziata@archny.org,olqpsi.com
Sacred Heart School,,718-442-0347,301 North Burgher Avenue,10310,Staten Island,952594,170134,rdan@sacredheartschoolsi.org,https://sacredheartschoolsi.org
St. Ann School,,718-351-4343,125 Cromwell Avenue,10304,Staten Island,957287,154579,bernadette.ficchi@archny.org,https://stannschoolstatenisland.com
Saint Charles School,,718-987-0200,200 Penn Avenue,10306,Staten Island,951491,144636,StCharlesSchoolSI@gmail.com,www.SaintCharlesSchoolSI.org
SAINT CHRISTOPHER SCHOOL,,718-351-0902,15 Lisbon Place,10306,Staten Island,954083,151298,EarlyChildhood.Education@ArchNY.org,www.stchristophersi.com
SAINT JOHN'S EV PRESCHOOL,,718-761-1858,663 Manor Road,10314,Staten Island,950541,161851,Stjohnslutheransi@gmail.com,Www.stjohnslutheransi.org
St. Patrick's,,718-979-8815,3560 Richmond Road,10306,Staten Island,945580,147858,vincent.sadowski@archnyc.org,https://stpatricks.org
Saint Peter - Saint Paul School,,718-447-1796,129 Clinton Avenue,10301,Staten Island,957124,172947,jolivera@stpeterstpaulschoolsi.org,www.stpeterstpaulschoolsi.org
St. Rita School,,718-761-2504,30 Wellbrook Avenue,10314,Staten Island,947871,159613,si328@adnyeducation.org,www.stritaschoolsi.org
St. Teresa of the Infant Jesus,,718-448-9650,1632 Victory Boulevard,10314,Staten Island,951680,162699,slihari@stteresaschoolsi.org,www.saintteresaschoolsi.org
Children's Aid Society Richmond Early Learning Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,917-426-0300,159 Broadway,10310,Staten Island,951709,171544,gvignola@childrensaidsociety.org,https://childrensaidsociety.org
Staten Island Mental Health Society III,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-816-5168,10 Kingsley Place,10301,Staten Island,959544,170967,cgthevenot@simhs.org,https://simhs.org
Jewish Community Center Of Staten Island,,718-475-5286,485 Victory Boulevard,10301,Staten Island,959591,169066,dgallis@sijcc.com,https://sijcc.org
Little LAMB Preschool,,718-448-7774,2 Gridley Avenue,10303,Staten Island,939884,169290,llpreschl@aol.com,
Bumble Bees R Us,,718-494-4448,2734 Victory Boulevard,10314,Staten Island,941848,161075,Debra@Bumblebeesrus.com,https://bumblebeesrus.com
FOCH,,718-556-0181,195 Gordon Street,10304,Staten Island,961424,166260,ggordon@foch.biz,https://fochdaycare.org
Castleton Hill Moravian Preschool,,718-442-5350,1657 Victory Boulevard,10314,Staten Island,951161,162865,mtobia@castletonhillpreschool.com,https://castletonhillpreschool.com
Staten Island Preschool,,718-667-9235,145 Ross Avenue,10306,Staten Island,951485,147754,casips@aol.com,
Jewish Community Center Of Staten Island,,718-948-0122,3854 Hylan Boulevard,10308,Staten Island,944593,137912,dgallis@sijcc.com,https://sijcc.org
"Smiles Around Us II, Inc.",,718-390-0070,351 Sand Lane,10305,Staten Island,965463,154813,administration@southfieldinstitute.com,Smilesarounduspka.com
Little Smarties Preschool,,718-351-6102,329 NORWAY AVENUE,10305,Staten Island,963000,154524,littlesmartiesdc@gmail.com,www.littlesmarties.nyc
JCC Early Childhood - Richmond Ave.,,718-475-5100,2221 Richmond Avenue,10314,Staten Island,939144,155283,smathies@sijcc.com,
We R Explorers Preschool,,646-883-0990,990 Hylan Boulevard,10305,Staten Island,963222,157024,werexplorerspreschool@gmail.com,http://werexplorerspreschool.com/
"4 ANGELS DAY CARE, INC.",,718-876-6498,245 Simonson Avenue,10303,Staten Island,942018,169003,My4AngelsDayCareInc@msn.com,www.4AngelsDayCareInc.com
HOLY ROSARY SCHOOL,,718-447-6209,100 Jerome Avenue,10305,Staten Island,963114,156273,efracchiolla@holyrosaryschoolsi.org,www.holyrosarysi.org
Saint Adalbert's School,,718-442-2020,355 Morningstar Road,10303,Staten Island,943439,168670,jbadillo.upk@aol.com,stadalbertschool.com
Big Birds Playhouse Corp.,<b>Note:</b> Students who have a home language other than English will have priority after all current students are admitted. ,718-982-0550,1859 Richmond Avenue,10314,Staten Island,939029,158816,bigbirdsplay@aol.com,www.bigbirdsplayhouse.com
FRIENDS Preschool,,718-984-5194,610 Bloomingdale Road,10309,Staten Island,923662,136212,friendspreschool@verizon.net,friendspreschool.com
Child Study Center of New York,,718-442-8588,285 Clove Road,10310,Staten Island,949445,169948,oledgister@cscofny.org,https://cscofny.org
CHILDREN'S HARBOR MONTESSORI SCHOOL,,718-442-6112,1000 Richmond Terrace,10301,Staten Island,955191,174203,childharborms@aol.com,childrensharbormontessori.com
"High Hopes of Staten Island, Inc.",,718-317-8143,1298 Woodrow Road,10309,Staten Island,926370,136598,admin@highhopeschildcare.com,www.highhopeschildcare.com
Jewish Community Center Of Staten Island,,718-475-5230,1466 Manor Road,10314,Staten Island,949163,155993,jsmith@sijcc.com,https://sijcc.org
Jewish Community Center Of Staten Island,,718-475-5224,1297 Arthur Kill Road,10312,Staten Island,933255,145404,sprasenski@sijcc.com,https://sijcc.org
MISSION OF THE IMMACULATE VIRGIN,,718-317-2849,6581 Hylan Boulevard,10309,Staten Island,922449,124996,atommaso@gmail.com,https://mountloretto.org
STEPPING STONES PRESCHOOL,,718-948-4878,5394 Amboy Road,10312,Staten Island,931566,133453,rainbowdaycarecenter@me.com,www.steppingstonepreschool.org
Small World Preschool,,718-356-7795,144 Bloomingdale Road,10309,Staten Island,924006,131587,kdsrmybiz@aol.com,https://smallworldpreschoolny.com
South Shore Toddler Academy,,718-356-3563,11 Sampson Avenue,10308,Staten Island,942688,140612,SICSPREK@aol.com,SSTAPREK.com
The College of Staten Island - The Children's Center,,718-982-3190,2800 Victory Boulevard,10314,Staten Island,941705,160839,margaret.rooney@csi.cuny.edu,https://csi.cuny.edu/childcare
Wonder Years Preschool,,718-987-7596,381 Seaver Avenue,10305,Staten Island,958599,151075,Vfwonderyears@aol.com,http://www.wonderyearspreschoolsi.com/
YELED V'YALDA SILVER LAKE I Head Start,,718-815-4488,10 Gregg Place,10301,Staten Island,956626,169491,cdeflorio@yeled.org,https://yeled.org
Yeled V'Yalda / Silver Lake Head Start II,,718-720-0090,20 Park Hill Circle,10304,Staten Island,962609,163785,jsimmons@yeled.org,https://yeled.org
SI YMCA NURSERY - NORTH,,718-981-4933,651 Broadway,10310,Staten Island,952576,167108,asicuranza@ymcanyc.org,ymcanyc.org
SI YMCA NURSERY - SOUTH,,718-227-3200,3939 Richmond Avenue,10312,Staten Island,938945,136981,bschiuma@ymcanyc.org,https://ymcanyc.org
Richmond Hill Children's Center,,718-494-7422,501 Richmond Hill Road,10314,Staten Island,941737,151066,rhcc@verizon.net,rhccny.com
Staten island Mental Health Society Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-494-0400,166 Lockman Avenue,10303,Staten Island,939248,169988,mvelazquez@simhs.org,https://simhs.org
Staten Island Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-420-6138,16 Osgood Avenue,10304,Staten Island,960552,164739,amelendez@simhs.org,simhs.org
Staten Island Head Start,,718-987-7755,44 Dongan Hills Avenue,10306,Staten Island,956236,153374,rcatania@simhs.org,https://simhs.org
Rabbi Jacob Joseph School,,718-982-8745,400 Caswell Avenue,10314,Staten Island,942445,163281,leahleeder@gmail.com,
Lemon Tree,,718-370-2292,341 Elvin Street,10314,Staten Island,950549,158918,lemontreedaycare@aol.com,https://lemontreepre-school.com/page1.html
CBI Academy Preschool,,718-987-6200,45 Twombly Avenue,10306,Staten Island,947477,142945,Cbiacademy123@gmail.com,www.cbiacademy.com
J & J Academy,,718-698-0280,55 Wyona Avenue,10314,Staten Island,942848,161708,mandyng02@gmail.com,www.jjacademy.org
Staten Island Children's Academy,,718-227-2500,50 Osage Lane,10312,Staten Island,939629,133423,info@sichildrensacademy.com,www.statenislandchildrensacademy.com
"Hylan Day Care, Inc.",,718-351-2705,2346 Hylan Boulevard,10306,Staten Island,954712,148235,hylandaycare1@yahoo.com,www.hylandaycare.com
Prodigy Preschool/ Staten Island Skating Pavilion,,718-948-4800,3080 Arthur Kill Road,10309,Staten Island,919601,137585,Carylstingo@thepavilion.org,https://pavilionprodigypreschool.com
Ivy League Early Learning Academy,,718-982-0202,1779 Richmond Avenue,10314,Staten Island,939290,159658,statenisland@ivyprep.org,statenisland@ivyprep.org
Blessed Sacrament Early Childhood Academy,,718-442-3090,840 Delafield Avenue,10310,Staten Island,949099,168060,si301@adnyeducation.org,https://blessedsacramentsi.com
The Playgroup Experience,,718-967-0494,90 Boulder Street,10312,Staten Island,929554,138310,theplaygroup@optonline.net,
Alphabet Academy,,718-701-1720,65 FOSTER ROAD,10309,Staten Island,928119,131962,info@alphabetacademysi.com,www.alphabetacademysi.com
The Richmond Hill Pre-K Center at 1625 Forest Avenue,,718-816-3370,1625 Forest Avenue,10302,Staten Island,944667,167010,ewillia15@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District31PKC
The Richmond Hill Pre-K Center at 1 Teleport Drive,,718-477-8980,1 Teleport Drive,10314,Staten Island,934417,159841,ewillia15@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District31PKC
The Richmond Hill Pre-K Center at 120 Stuyvesant Place,,718-816-3340,120 Stuyvesant Place,10301,Staten Island,962771,173642,ewillia15@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District31PKC
P.S./I.S. 045 Horace E. Greene,,718-574-0238,84 SCHAEFER STREET,11207,Brooklyn,1009081,189447,Daugustin@schools.nyc.gov,
P.S. 075 Mayda Cortiella,,718-574-0244,95 GROVE STREET,11221,Brooklyn,1006134,191822,YWillia@schools.nyc.gov,
P.S. 106 Edward Everett Hale,,718-574-0261,1328 PUTNAM AVENUE,11221,Brooklyn,1008466,192021,NGarcia12@schools.nyc.gov,
P.S. 123 Suydam,,718-821-4810,100 IRVING AVENUE,11237,Brooklyn,1005736,195753,AParach@schools.nyc.gov,http://schools.nyc.gov/schoolportals/32/k123
P.S. 145 Andrew Jackson,,718-821-4823,100 NOLL STREET,11206,Brooklyn,1003047,194870,NRivera14@schools.nyc.gov,www.ps145k.org
P.S. 151 Lyndon B. Johnson,,718-326-6360,763 KNICKERBOCKER AVENUE,11207,Brooklyn,1009676,191905,NFigueroa2@schools.nyc.gov,www.ps151k.org
P.S. 274 Kosciusko,,718-642-5300,800 BUSHWICK AVENUE,11221,Brooklyn,1004250,192316,aperez12@schools.nyc.gov,sites.google.com/PS274.org/brooklyn
P.S. 299 Thomas Warren Field,,718-473-8230,88 WOODBINE STREET,11221,Brooklyn,1007012,191023,WKirk2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/32/k299
P.S. 377 Alejandrina B. De Gautier,,718-574-0325,200 WOODBINE STREET,11221,Brooklyn,1007847,192076,LHeredia2@schools.nyc.gov,32K377.org
P.S./I.S. 384 Frances E. Carter,,718-642-4890,242 COOPER STREET,11207,Brooklyn,1010671,190713,rbonilla4@schools.nyc.gov,https://www.schools.nyc.gov/schools/K384
St. Brigid Catholic Academy,,718-821-1477,438 Grove Street,11237,Brooklyn,1008559,194953,jdreiss@diobrook.org,
Saint Frances Cabrini Catholic Academy,,718-386-9377,181 Suydam Street,11221,Brooklyn,1004723,194266,Timothy.gely@sfc-ca.net,Www.sfc-ca.com
Bushwick United HDFC 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-443-0134,136 Stanhope Street,11221,Brooklyn,1005666,193610,njagum@gmail.com,www.bushwickunited.org
New Life Child Development Center 4,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-366-1668,1307 Greene Avenue,11237,Brooklyn,1006606,193748,Lilibeth_1307@hotmail.com,
Bushwick United HDFC 6,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-453-9040,200 Central Avenue,11221,Brooklyn,1004804,193693,wbeaufort@gmail.com,bushwickunited.org
Traditional Educational Center,,718-443-2577,1469B Broadway,11221,Brooklyn,1006823,189849,traditionalchildren@gmail.com,
New Life Child Development Center 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-821-3432,295 Woodbine Street,11237,Brooklyn,1008316,192998,snewlife1@gmail.com,
"Kreative Kare Day Care Center, Inc.",,718-386-3242,292 Palmetto Street,11237,Brooklyn,1008189,193091,kreativekare@aol.com,N/A
LSSMNY: Early LIFE Children's Center 9,,718-443-4500,1175 Gates Avenue,11221,Brooklyn,1006405,191310,lsingh@lssny.org,https://lssny.org
Grand Street Settlement Dual #3,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-381-8900,319 Stanhope Street,11237,Brooklyn,1006862,195405,gfernandez@grandsettlement.org,grandsettlement.org
Audrey Johnson DCC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-574-0130,272 Moffat Street,11207,Brooklyn,1010815,190492,Audreyjo272@aol.com,www.lifetech.org
John Coker DCC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-452-1414,1375 Bushwick Avenue,11207,Brooklyn,1009103,188988,rhodge@lifetech.org,
Bushwick United HDFC 7,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-695-1562,600 Hart Street,11221,Brooklyn,1004161,193357,sandrat@bushwickunited.org,https://bushwickunited.org
Bushwick United HDFC 3,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-453-9040,331 Central Avenue,11221,Brooklyn,1006609,192524,maryangelc@bushwickunited.org,https://bushwickunited.org
Bushwick United HDFC 2,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-821-2345,77 Wilson Avenue,11237,Brooklyn,1004288,195057,mvtayong@yahoo.com,
New Life Child Development Center 3,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-417-4206,408 Grove Street,11237,Brooklyn,1008501,194797,dbrown.newlife@gmail.com,
Salvation Army - Bushwick,,718-455-0100,1151 Bushwick Avenue,11221,Brooklyn,1007190,190417,Marie.Thelemaque@usa.salvationarmy.org,
New Life Child Development Center 2,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-381-8968,406 Grove Street,11237,Brooklyn,1008455,194743,senasantos@aol.com,
Child Prodigy Learning Inc.,,718-574-7558,1001 Broadway,11221,Brooklyn,1002717,192915,s.bacchuscplc@gmail.com,https://http://childprodigylearningcenter.com
ACE Integration Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-443-3917,1419-23 Broadway,11221,Brooklyn,1006362,190197,mickeyronan@hotmail.com,https://aceintegration.org
Kreative Kare Day Care Center,,718-443-1333,455 Wilson Avenue,11221,Brooklyn,1008575,191854,kreativekare@aol.com,N/A
Hellenic Classical Charter School,,718-499-0957,646 5 Avenue,11215,Brooklyn,986399,180820,Joy.Petrakos@hccs-nys.org,www.hccs-nys.org
Community Partnership Charter School Pre-Kindergarten,,718-399-3824,241 Emerson Place,11205,Brooklyn,994858,191250,msaryan@cpcsschool.org,https://cpcsschool.org
